solvent_1_smiles,solvent_2_smiles,solvent_3_smiles,salt_1_smiles,salt_2_smiles,additive_smiles,pre_feat_solv_1,pre_feat_solv_2,pre_feat_solv_3,pre_feat_solv_4,pre_feat_solv_5,pre_feat_solv_6,pre_feat_solv_7,pre_feat_solv_8,pre_feat_solv_9,pre_feat_solv_10,solv_ratio_1,solv_ratio_2,solv_ratio_3,num_heavy_atoms_solv_1,num_heavy_atoms_solv_2,num_heavy_atoms_solv_3,mw_solv_1,mw_solv_2,mw_solv_3,pre_feat_salt_1,pre_feat_salt_2,pre_feat_salt_3,pre_feat_salt_4,pre_feat_salt_5,pre_feat_salt_6,pre_feat_salt_7,pre_feat_salt_8,pre_feat_salt_9,pre_feat_salt_10,salt_1_conc,salt_2_conc,num_heavy_atoms_salt_1,num_heavy_atoms_salt_2,mw_salt_1,mw_salt_2,pre_feat_add_1,pre_feat_add_2,pre_feat_add_3,pre_feat_add_4,pre_feat_add_5,pre_feat_add_6,pre_feat_add_7,pre_feat_add_8,pre_feat_add_9,pre_feat_add_10,num_heavy_atoms_add,mw_add,protocol,current_density,coulombic_efficiency,log(1-CE)
O=C1OCC(F)O1,CCOC(=O)OCC,,F[P-](F)(F)(F)(F)F.[Li+],,,6.3052783,-74.4153,-27.282488,1.1798273,-18.074762,17.904758,-6.8231125,-16.542246,-16.28914,-8.142528,0.416666667,0.583333333,0,7,8,0,106.0066222,118.0629942,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.976,-3.729701449
O=C1OCCO1,CCOC(=O)OCC,,F[P-](F)(F)(F)(F)F.[Li+],,O=C1OCC(F)O1,264.50815,-11.799558,-34.609314,-8.30095,-9.178205,-5.388664,-1.3382225,6.058027,-1.7059735,-2.9999146,0.5,0.5,0,6,8,0,88.01604399,118.0629942,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,605.41797,40.81255,-21.043184,-39.214405,-12.178342,-14.42822,-4.3499675,0.73718697,2.3537645,0.002880894,7,106.0066222,3,0.1,0.98,-3.912023005
O=C1OCC(F)O1,,,F[P-](F)(F)(F)(F)F.[Li+],,,725.1771,6.303111,-5.273685,5.303995,-4.99546,9.703529,-3.6704578,-4.4642816,-5.882514,-16.04399,1,0,0,7,0,0,106.0066222,0,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1.2,0,8,0,151.9801855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.98,-3.912023005
O=C1OCCO1,CCOC(=O)OC,,F[P-](F)(F)(F)(F)F.[Li+],,O=C1OCC(F)O1,46.720318,-25.77961,-40.019657,-14.538684,-8.466415,-7.5989985,4.8288984,12.185302,12.204141,-1.3004963,0.25,0.75,0,6,7,0,88.01604399,104.0473441,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,605.41797,40.81255,-21.043184,-39.214405,-12.178342,-14.42822,-4.3499675,0.73718697,2.3537645,0.002880894,7,106.0066222,0,0.5,0.981,-3.9633163
O=C1OCCO1,CCOC(=O)OCC,,F[P-](F)(F)(F)(F)F.[Li+],,O=[N+]([O-])[O-].[Li+],264.50815,-11.799558,-34.609314,-8.30095,-9.178205,-5.388664,-1.3382225,6.058027,-1.7059735,-2.9999146,0.5,0.5,0,6,8,0,88.01604399,118.0629942,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,649.99274,-44.898075,36.85108,15.282627,-10.243922,3.2195272,2.4579754,-4.113442,-0.5970532,0.002880913,5,69.00382241,1,1,0.981,-3.9633163
O=C1OCC(F)O1,O=C(OCC(F)(F)F)OCC(F)(F)F,,F[P-](F)(F)(F)(F)F.[Li+],,,87.590706,-78.65816,30.786041,-16.834248,-13.752528,18.098896,-11.500413,-15.255691,1.6161659,3.203253,0.5,0.5,0,7,14,0,106.0066222,226.0064633,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.983,-4.074541935
O=C1OCC(F)O1,COC(=O)OC,,F[P-](F)(F)(F)(F)F.[Li+],,,-63.877537,-55.151093,-28.796764,-11.263367,-18.220016,10.336642,-5.943215,-13.7226095,-14.250311,-10.652793,0.2,0.8,0,7,6,0,106.0066222,90.03169405,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0.985,-4.199705078
O=C1OCCO1,COC(=O)OC,,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],,O=c1occo1,5.0230193,-14.752433,-41.280296,-18.33751,-6.635223,-9.778509,5.0461082,12.535081,10.950474,-0.2991669,0.5,0.5,0,6,6,0,88.01604399,90.03169405,0,577.04285,37.36993,-40.724567,32.637367,20.762426,-5.7456594,2.9056966,-5.752819,-0.8732324,1.1802845,1,0,16,0,286.9332984,0,324.8904,48.395664,-24.511278,41.790718,17.511095,-25.795837,-3.5654263,-0.23573805,-0.7438102,0.002880923,6,86.00039392,1,0.6,0.82,-1.714798428
C1COCO1,COCCOC,,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],,,369.46603,-8.323037,-10.1422615,20.021454,26.374693,-29.214964,-10.730746,-0.41658464,-14.1218605,6.5347185,0.5,0.5,0,5,6,0,74.03677943,90.06807956,0,577.04285,37.36993,-40.724567,32.637367,20.762426,-5.7456594,2.9056966,-5.752819,-0.8732324,1.1802845,1,0,16,0,286.9332984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.827,-1.754463684
COCCOC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],,-529.23944,99.002686,10.163011,36.577763,-28.83884,5.242561,-9.384583,13.633237,-4.3314805,1.1740643,1,0,0,6,0,0,90.06807956,0,0,459.2217,47.38395,62.609238,-11.724538,-10.754508,-3.0011094,-5.096339,-9.243805,0.5017421,-0.72151434,4,2,10,16,186.9396855,286.9332984,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.937,-2.764620553
COCCOC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],,-529.23944,99.002686,10.163011,36.577763,-28.83884,5.242561,-9.384583,13.633237,-4.3314805,1.1740643,1,0,0,6,0,0,90.06807956,0,0,459.2217,47.38395,62.609238,-11.724538,-10.754508,-3.0011094,-5.096339,-9.243805,0.5017421,-0.72151434,4,2,10,16,186.9396855,286.9332984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.939,-2.796881415
COCCOC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],,-529.23944,99.002686,10.163011,36.577763,-28.83884,5.242561,-9.384583,13.633237,-4.3314805,1.1740643,1,0,0,6,0,0,90.06807956,0,0,459.2217,47.38395,62.609238,-11.724538,-10.754508,-3.0011094,-5.096339,-9.243805,0.5017421,-0.72151434,4,2,10,16,186.9396855,286.9332984,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.954,-3.079113882
COCCOC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],,-529.23944,99.002686,10.163011,36.577763,-28.83884,5.242561,-9.384583,13.633237,-4.3314805,1.1740643,1,0,0,6,0,0,90.06807956,0,0,459.2217,47.38395,62.609238,-11.724538,-10.754508,-3.0011094,-5.096339,-9.243805,0.5017421,-0.72151434,4.6,2.3,10,16,186.9396855,286.9332984,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.979,-3.863232841
O=C1OCCO1,CCOC(=O)OCC,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,264.50815,-11.799558,-34.609314,-8.30095,-9.178205,-5.388664,-1.3382225,6.058027,-1.7059735,-2.9999146,0.416666667,0.583333333,0,6,8,0,88.01604399,118.0629942,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.87,-2.040220829
COCCOCCOCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)COCCOCCOC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,131.35945,-6.0633044,60.21307,-32.40741,5.815147,-1.5852376,2.3905478,13.685277,1.4914712,-7.5214667,1,0,0,32,0,0,498.1499936,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.1,0.95,-2.995732274
O=C1OCCO1,CCOC(=O)OCC,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,264.50815,-11.799558,-34.609314,-8.30095,-9.178205,-5.388664,-1.3382225,6.058027,-1.7059735,-2.9999146,0.416666667,0.583333333,0,6,8,0,88.01604399,118.0629942,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,3,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.95,-2.995732274
COCCCCOC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-167.68813,136.25876,12.373261,-7.705646,2.741568,-17.690668,6.720009,-15.278052,7.289653,-21.828157,1,0,0,8,0,0,118.0993797,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.977,-3.772261063
COCCOC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-529.23944,99.002686,10.163011,36.577763,-28.83884,5.242561,-9.384583,13.633237,-4.3314805,1.1740643,1,0,0,6,0,0,90.06807956,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,3.9,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.982,-4.017383521
COCCOC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-529.23944,99.002686,10.163011,36.577763,-28.83884,5.242561,-9.384583,13.633237,-4.3314805,1.1740643,1,0,0,6,0,0,90.06807956,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.984,-4.135166557
COCCOC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-529.23944,99.002686,10.163011,36.577763,-28.83884,5.242561,-9.384583,13.633237,-4.3314805,1.1740643,1,0,0,6,0,0,90.06807956,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,4,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.985,-4.199705078
CC#N,O=c1occo1,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,O=c1occo1,329.9538,3.8967514,-19.450142,17.96697,-12.45747,18.00458,26.61004,-14.26263,18.990526,32.599987,0.875,0.125,0,3,6,0,41.0265491,86.00039392,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,10,0,10,0,186.9396855,0,324.8904,48.395664,-24.511278,41.790718,17.511095,-25.795837,-3.5654263,-0.23573805,-0.7438102,0.002880923,6,86.00039392,2,1,0.986,-4.268697949
COC(=O)OC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-531.5176,114.241776,-17.059505,-51.076942,25.449867,32.12283,-3.3838413,-4.8392625,12.029801,-2.9200437,1,0,0,6,0,0,90.03169405,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,5.5,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.992,-4.828313737
CCOP(=O)(OCC)OCC,FC(F)(F)COCC(F)(F)F,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-277.83258,-65.27132,41.099396,-12.714674,6.5836406,7.1607695,7.8170652,5.377695,-10.671879,-4.912075,0.25,0.75,0,11,11,0,182.0707956,182.0166341,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1.2,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.992,-4.828313737
COC(=O)OC,FC(F)(F)COCC(F)(F)F,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-536.3401,-117.65732,31.820875,-10.327144,2.8750632,2.5950103,2.365262,-8.02437,2.0002563,-0.6866559,0.25,0.75,0,6,11,0,90.03169405,182.0166341,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1.2,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.993,-4.96184513
C1COCO1,COCCOC,,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],,O=[N+]([O-])[O-].[Li+],369.46603,-8.323037,-10.1422615,20.021454,26.374693,-29.214964,-10.730746,-0.41658464,-14.1218605,6.5347185,0.5,0.5,0,5,6,0,74.03677943,90.06807956,0,577.04285,37.36993,-40.724567,32.637367,20.762426,-5.7456594,2.9056966,-5.752819,-0.8732324,1.1802845,1,0,16,0,286.9332984,0,649.99274,-44.898075,36.85108,15.282627,-10.243922,3.2195272,2.4579754,-4.113442,-0.5970532,0.002880913,5,69.00382241,0,0.5,0.99,-4.605170186
COC(=O)CC(F)(F)F,O=C1OCC(F)O1,,F[P-](F)(F)(F)(F)F.[Li+],,,-338.78198,-116.61606,8.934224,1.7376425,-5.764315,16.616102,4.778477,-15.004423,1.596953,4.524093,0.909090909,0.090909091,0,9,7,0,142.0241641,106.0066222,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.976,-3.729701449
O=C1OCC(F)O1,,,F[P-](F)(F)(F)(F)F.[Li+],,,725.1771,6.303111,-5.273685,5.303995,-4.99546,9.703529,-3.6704578,-4.4642816,-5.882514,-16.04399,1,0,0,7,0,0,106.0066222,0,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.982,-4.017383521
CCOC(=O)OCC,,,F[P-](F)(F)(F)(F)F.[Li+],,O=C1OCCO1,-861.75366,69.5878,-10.469441,-35.595943,39.42348,39.865376,-6.080213,-13.723934,1.4576521,-6.622206,1,0,0,8,0,0,118.0629942,0,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,175.56134,57.353413,-34.770683,12.426856,-9.969856,19.285337,7.5687213,1.898202,-4.4395976,0.00288092,6,88.01604399,1,0.4,0.903,-2.3330443
COCCOCCOC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,O=C1OCCO1,42.295773,129.99712,10.215592,6.544129,-16.00433,-13.924703,2.668549,-16.251638,5.99906,1.9292353,1,0,0,9,0,0,134.0942943,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1,0,10,0,186.9396855,0,175.56134,57.353413,-34.770683,12.426856,-9.969856,19.285337,7.5687213,1.898202,-4.4395976,0.00288092,6,88.01604399,1,0.4,0.943,-2.864704011
COCCOCCOCCOCCOC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,O=C1OCCO1,-58.305626,142.53033,15.399387,-11.378302,10.246004,-18.375586,8.442172,-19.556969,12.388557,-18.397964,1,0,0,15,0,0,222.1467238,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1,0,10,0,186.9396855,0,175.56134,57.353413,-34.770683,12.426856,-9.969856,19.285337,7.5687213,1.898202,-4.4395976,0.00288092,6,88.01604399,1,0.4,0.963,-3.296837366
COCCOC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,O=C1OCCO1,-529.23944,99.002686,10.163011,36.577763,-28.83884,5.242561,-9.384583,13.633237,-4.3314805,1.1740643,1,0,0,6,0,0,90.06807956,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,3,0,10,0,186.9396855,0,175.56134,57.353413,-34.770683,12.426856,-9.969856,19.285337,7.5687213,1.898202,-4.4395976,0.00288092,6,88.01604399,1,0.4,0.922,-2.551046452
COCCOCCOC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,O=C1OCCO1,42.295773,129.99712,10.215592,6.544129,-16.00433,-13.924703,2.668549,-16.251638,5.99906,1.9292353,1,0,0,9,0,0,134.0942943,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,3,0,10,0,186.9396855,0,175.56134,57.353413,-34.770683,12.426856,-9.969856,19.285337,7.5687213,1.898202,-4.4395976,0.00288092,6,88.01604399,1,0.4,0.958,-3.170085661
COCCOCCOCCOC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,O=C1OCCO1,-135.27432,102.668976,6.7748055,-4.075048,-5.851676,-14.126924,12.873874,-16.886372,7.495446,-1.6595728,1,0,0,12,0,0,178.1205091,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,3,0,10,0,186.9396855,0,175.56134,57.353413,-34.770683,12.426856,-9.969856,19.285337,7.5687213,1.898202,-4.4395976,0.00288092,6,88.01604399,1,0.4,0.964,-3.324236341
COCCOCCOCCOCCOC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,O=C1OCCO1,-58.305626,142.53033,15.399387,-11.378302,10.246004,-18.375586,8.442172,-19.556969,12.388557,-18.397964,1,0,0,15,0,0,222.1467238,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,3,0,10,0,186.9396855,0,175.56134,57.353413,-34.770683,12.426856,-9.969856,19.285337,7.5687213,1.898202,-4.4395976,0.00288092,6,88.01604399,1,0.4,0.973,-3.611918413
COCCOCCOCCOCCOC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-58.305626,142.53033,15.399387,-11.378302,10.246004,-18.375586,8.442172,-19.556969,12.388557,-18.397964,1,0,0,15,0,0,222.1467238,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,3,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4,0.94,-2.813410717
C1COCO1,FC(F)C(F)(F)COC(F)(F)C(F)F,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,132.51065,-48.68377,53.575275,-16.482134,-9.432799,-12.771819,-11.390672,-2.4110115,6.573141,12.45345,0.5,0.5,0,5,14,0,74.03677943,232.0134405,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.988,-4.422848629
COCCOC,FC(F)C(F)(F)COC(F)(F)C(F)F,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-80.61767,-79.82628,59.931034,-7.9668875,-7.8592706,-15.903416,-3.5644133,-0.013645778,12.150309,-0.6523209,0.333333333,0.666666667,0,6,14,0,90.06807956,232.0134405,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.977,-3.772261063
O=C1OCCO1,CCOC(=O)OC,COC(=O)OC,F[P-](F)(F)(F)(F)F.[Li+],,,-381.59442,-63.142097,-35.19558,-12.56116,-17.6469,-6.79779,0.70994645,-1.2974377,18.433697,6.7639136,0.314983809,0.296143656,0.388872535,6,7,6,88.01604399,104.0473441,90.03169405,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.849,-1.890475442
COC(=O)OC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-531.5176,114.241776,-17.059505,-51.076942,25.449867,32.12283,-3.3838413,-4.8392625,12.029801,-2.9200437,1,0,0,6,0,0,90.03169405,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1.2,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.09,-0.094310679
COC(=O)OC,FC(F)(F)COCC(F)(F)F,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-536.3401,-117.65732,31.820875,-10.327144,2.8750632,2.5950103,2.365262,-8.02437,2.0002563,-0.6866559,0.5,0.5,0,6,11,0,90.03169405,182.0166341,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,2.5,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.995,-5.298317367
COC(=O)OC,FC(F)(F)COCC(F)(F)F,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-536.3401,-117.65732,31.820875,-10.327144,2.8750632,2.5950103,2.365262,-8.02437,2.0002563,-0.6866559,0.333333333,0.666666667,0,6,11,0,90.03169405,182.0166341,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1.2,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.993,-4.96184513
COCC(F)(F)C(F)(F)COC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-237.99327,-73.943695,46.617752,-2.5755875,14.4133625,-16.605463,8.303621,16.710106,-6.7688217,-9.43331,1,0,0,12,0,0,190.0616924,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0.994,-5.11599581
CCOCCOCC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,422.1063,105.70058,14.954724,14.717519,-17.3808,-10.149747,-1.0037556,-28.657234,9.132141,-19.345495,1,0,0,8,0,0,118.0993797,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1.2,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0.99,-4.605170186
CCOCCOCC(F)(F)F,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,280.3475,34.41649,39.27143,-17.96676,9.802981,4.682122,16.098545,10.341877,-0.64981455,-22.240524,1,0,0,11,0,0,172.0711143,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1.2,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0.993,-4.96184513
FC(F)(F)COCCOCC(F)(F)F,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,637.2682,52.13361,59.482674,-23.674732,10.36524,9.089895,-1.832868,30.557426,-10.407368,-18.072617,1,0,0,14,0,0,226.0428488,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1.2,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0.993,-4.96184513
FC(F)COCCOCC(F)F,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,373.04114,8.613249,55.11783,-5.8097916,-2.7768452,0.72882783,3.7268453,20.896492,-19.373838,-16.698576,1,0,0,12,0,0,190.0616924,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1.2,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0.995,-5.298317367
FC(F)COCCOCC(F)(F)F,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,104.004486,-3.9136255,51.95634,-23.785416,7.001855,12.929309,2.8079333,20.911697,-20.869171,-18.92052,1,0,0,13,0,0,208.0522706,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1.2,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0.995,-5.298317367
COCC(F)(F)C(F)(F)COC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-237.99327,-73.943695,46.617752,-2.5755875,14.4133625,-16.605463,8.303621,16.710106,-6.7688217,-9.43331,1,0,0,12,0,0,190.0616924,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5,0.9952,-5.339139361
