solvent_1_smiles,solvent_2_smiles,solvent_3_smiles,salt_1_smiles,salt_2_smiles,additive_smiles,pre_feat_solv_1,pre_feat_solv_2,pre_feat_solv_3,pre_feat_solv_4,pre_feat_solv_5,pre_feat_solv_6,pre_feat_solv_7,pre_feat_solv_8,pre_feat_solv_9,pre_feat_solv_10,solv_ratio_1,solv_ratio_2,solv_ratio_3,num_heavy_atoms_solv_1,num_heavy_atoms_solv_2,num_heavy_atoms_solv_3,mw_solv_1,mw_solv_2,mw_solv_3,pre_feat_salt_1,pre_feat_salt_2,pre_feat_salt_3,pre_feat_salt_4,pre_feat_salt_5,pre_feat_salt_6,pre_feat_salt_7,pre_feat_salt_8,pre_feat_salt_9,pre_feat_salt_10,salt_1_conc,salt_2_conc,num_heavy_atoms_salt_1,num_heavy_atoms_salt_2,mw_salt_1,mw_salt_2,pre_feat_add_1,pre_feat_add_2,pre_feat_add_3,pre_feat_add_4,pre_feat_add_5,pre_feat_add_6,pre_feat_add_7,pre_feat_add_8,pre_feat_add_9,pre_feat_add_10,num_heavy_atoms_add,mw_add,protocol,current_density,coulombic_efficiency,log(1-CE)
COCCOC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],,-529.23944,99.002686,10.163011,36.577763,-28.83884,5.242561,-9.384583,13.633237,-4.3314805,1.1740643,1,0,0,6,0,0,90.06807956,0,0,459.2217,47.38395,62.609238,-11.724538,-10.754508,-3.0011094,-5.096339,-9.243805,0.5017421,-0.72151434,4,2,10,16,186.9396855,286.9332984,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.917,-2.488914671
O=C1OCCO1,CCOC(=O)OC,,F[P-](F)(F)(F)(F)F.[Li+],,,46.720318,-25.77961,-40.019657,-14.538684,-8.466415,-7.5989985,4.8288984,12.185302,12.204141,-1.3004963,0.5,0.5,0,6,7,0,88.01604399,104.0473441,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.819,-1.709258248
COC(=O)OC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-531.5176,114.241776,-17.059505,-51.076942,25.449867,32.12283,-3.3838413,-4.8392625,12.029801,-2.9200437,1,0,0,6,0,0,90.03169405,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,2,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.173,-0.189950584
COCCOC,C1COCO1,,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],,,-646.2866,-15.619023,-30.136574,17.566689,26.334566,-8.862637,-12.038992,-13.8264065,-5.8850975,5.5586767,0.5,0.5,0,6,5,0,90.06807956,74.03677943,0,577.04285,37.36993,-40.724567,32.637367,20.762426,-5.7456594,2.9056966,-5.752819,-0.8732324,1.1802845,0.5,0,16,0,286.9332984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.509,-0.711311151
COCCOC,C1COCO1,,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],,,-646.2866,-15.619023,-30.136574,17.566689,26.334566,-8.862637,-12.038992,-13.8264065,-5.8850975,5.5586767,0.5,0.5,0,6,5,0,90.06807956,74.03677943,0,577.04285,37.36993,-40.724567,32.637367,20.762426,-5.7456594,2.9056966,-5.752819,-0.8732324,1.1802845,1,0,16,0,286.9332984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.732,-1.316768298
COCCOC,C1COCO1,,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],,O=[N+]([O-])[O-].[Li+],-646.2866,-15.619023,-30.136574,17.566689,26.334566,-8.862637,-12.038992,-13.8264065,-5.8850975,5.5586767,0.5,0.5,0,6,5,0,90.06807956,74.03677943,0,577.04285,37.36993,-40.724567,32.637367,20.762426,-5.7456594,2.9056966,-5.752819,-0.8732324,1.1802845,1,0,16,0,286.9332984,0,649.99274,-44.898075,36.85108,15.282627,-10.243922,3.2195272,2.4579754,-4.113442,-0.5970532,0.002880913,5,69.00382241,1,0.5,0.958,-3.170085661
O=C1OCCO1,CCOC(=O)OC,,F[P-](F)(F)(F)(F)F.[Li+],,O=C1OCC(F)O1,46.720318,-25.77961,-40.019657,-14.538684,-8.466415,-7.5989985,4.8288984,12.185302,12.204141,-1.3004963,0.5,0.5,0,6,7,0,88.01604399,104.0473441,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,605.41797,40.81255,-21.043184,-39.214405,-12.178342,-14.42822,-4.3499675,0.73718697,2.3537645,0.002880894,7,106.0066222,1,0.5,0.967,-3.411247718
O=C1OCCO1,CCOC(=O)OCC(F)(F)F,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,447.60068,-21.074682,-0.720358,-18.622091,-24.598557,9.404421,-12.7477865,9.695189,-7.200133,2.5198143,0.3,0.7,0,6,11,0,88.01604399,172.0347287,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.975,-3.688879454
O=C1OCCO1,CCOC(=O)OCC(F)(F)F,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,447.60068,-21.074682,-0.720358,-18.622091,-24.598557,9.404421,-12.7477865,9.695189,-7.200133,2.5198143,0.3,0.7,0,6,11,0,88.01604399,172.0347287,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,5,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.991,-4.710530702
O=C1OCCO1,CCOC(=O)OCC,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,264.50815,-11.799558,-34.609314,-8.30095,-9.178205,-5.388664,-1.3382225,6.058027,-1.7059735,-2.9999146,0.3,0.7,0,6,8,0,88.01604399,118.0629942,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.939,-2.796881415
O=C1OCCO1,COC(=O)OC,,F[P-](F)(F)(F)(F)F.[Li+],,,5.0230193,-14.752433,-41.280296,-18.33751,-6.635223,-9.778509,5.0461082,12.535081,10.950474,-0.2991669,0.5,0.5,0,6,6,0,88.01604399,90.03169405,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0.957,-3.146555163
O=C1OCC(F)O1,COC(=O)OC,,F[P-](F)(F)(F)(F)F.[Li+],,,-63.877537,-55.151093,-28.796764,-11.263367,-18.220016,10.336642,-5.943215,-13.7226095,-14.250311,-10.652793,0.5,0.5,0,7,6,0,106.0066222,90.03169405,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0.983,-4.074541935
O=C1OC(F)C(F)O1,COC(=O)OC,,F[P-](F)(F)(F)(F)F.[Li+],,,-74.58374,-68.996025,-21.585493,-12.834793,-27.905664,15.5168295,-4.983111,-5.3683257,-17.747063,1.5896775,0.5,0.5,0,8,6,0,123.9972004,90.03169405,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0.978,-3.816712826
O=C1OCC(C(F)(F)F)O1,COC(=O)OC,,F[P-](F)(F)(F)(F)F.[Li+],,,-65.07896,-62.93194,-17.501398,-12.287961,-22.966234,16.790289,-4.2286816,-4.5900245,-16.63537,6.6223974,0.5,0.5,0,10,6,0,156.0034286,90.03169405,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0.542,-0.780886095
O=C1OCC(F)O1,COC(=O)OC,,F[P-](F)(F)(F)(F)F.[Li+],,O=S1(=O)OCCO1,-63.877537,-55.151093,-28.796764,-11.263367,-18.220016,10.336642,-5.943215,-13.7226095,-14.250311,-10.652793,0.5,0.5,0,7,6,0,106.0066222,90.03169405,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,335.4107,60.830376,6.846972,-14.252324,34.018063,27.11056,-26.900932,-20.296673,-5.5274267,0.002880871,7,123.9830296,1,0.6,0.988,-4.422848629
O=C1OCC(F)O1,COC(=O)OC,,F[P-](F)(F)(F)(F)F.[Li+],,O=S1(=O)OCCO1,-63.877537,-55.151093,-28.796764,-11.263367,-18.220016,10.336642,-5.943215,-13.7226095,-14.250311,-10.652793,0.5,0.5,0,7,6,0,106.0066222,90.03169405,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,335.4107,60.830376,6.846972,-14.252324,34.018063,27.11056,-26.900932,-20.296673,-5.5274267,0.002880871,7,123.9830296,1,0.6,0.991,-4.710530702
O=C1OCCO1,CCOC(=O)OCC,,F[P-](F)(F)(F)(F)F.[Li+],,,264.50815,-11.799558,-34.609314,-8.30095,-9.178205,-5.388664,-1.3382225,6.058027,-1.7059735,-2.9999146,0.5,0.5,0,6,8,0,88.01604399,118.0629942,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.3319,-0.403317416
O=C1OCC(F)O1,COCCOC,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,428.288,-2.277602,-11.7006035,4.57156,-11.84907,-0.10496498,-29.77956,-2.0569236,-21.332504,-3.7344935,0.5,0.5,0,7,6,0,106.0066222,90.06807956,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.8794,-2.115275995
O=C1OCC(F)O1,COCCOC,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,428.288,-2.277602,-11.7006035,4.57156,-11.84907,-0.10496498,-29.77956,-2.0569236,-21.332504,-3.7344935,0.5,0.5,0,7,6,0,106.0066222,90.06807956,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,4,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.9757,-3.717278929
O=C1OCC(F)O1,COCCOC,FC(F)C(F)(F)COC(F)(F)C(F)F,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,114.151886,-45.24364,53.163395,-10.282425,-21.320475,-4.3273044,-42.334385,-18.42997,14.138018,28.505283,0.333333333,0.333333333,0.333333333,7,6,14,106.0066222,90.06807956,232.0134405,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1.6,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.9834,-4.098352584
O=C1OCCO1,COC(=O)OC,COCCOCCOCCOCCOC,F[P-](F)(F)(F)(F)F.[Li+],,O=[N+]([O-])[O-].[Li+],-46.484962,2.1375039,-36.859737,-18.511263,-11.967629,-4.7198663,0.41274634,5.5650845,3.6417334,1.1460373,0.2,0.6,0.2,6,6,15,88.01604399,90.03169405,222.1467238,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,649.99274,-44.898075,36.85108,15.282627,-10.243922,3.2195272,2.4579754,-4.113442,-0.5970532,0.002880913,5,69.00382241,1,1,0.982,-4.017383521
O=C1OCCO1,COC(=O)OC,COCCOCCOCCOCCOC,F[P-](F)(F)(F)(F)F.[Li+],,O=[N+]([O-])[O-].[Li+],-46.484962,2.1375039,-36.859737,-18.511263,-11.967629,-4.7198663,0.41274634,5.5650845,3.6417334,1.1460373,0.2,0.6,0.2,6,6,15,88.01604399,90.03169405,222.1467238,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,649.99274,-44.898075,36.85108,15.282627,-10.243922,3.2195272,2.4579754,-4.113442,-0.5970532,0.002880913,5,69.00382241,1,2,0.98,-3.912023005
O=C1OCCO1,COC(=O)OC,,F[P-](F)(F)(F)(F)F.[Li+],,FC(F)(F)COB(OCC(F)(F)F)OCC(F)(F)F,5.0230193,-14.752433,-41.280296,-18.33751,-6.635223,-9.778509,5.0461082,12.535081,10.950474,-0.2991669,0.333333333,0.666666667,0,6,6,0,88.01604399,90.03169405,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1,0,8,0,151.9801855,0,-154.31876,262.93365,66.33816,-21.096779,22.509281,-7.2931437,40.82195,-17.23288,9.599948,0.00288102,19,308.0266284,1,0.5,0.91,-2.407945609
CCn1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,829.9608,-11.540517,31.01346,4.5208077,-33.236717,37.898438,12.288295,-17.799582,15.75786,28.544317,1,0,0,17,0,0,291.0159043,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,0.3,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.92,-2.525728644
CO[Si](C)(C)OC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],O=[N+]([O-])[O-].[Li+],5.4020243,69.06739,-2.2024455,-12.765357,31.526262,10.880734,18.148718,6.6052327,-6.5003967,11.288347,1,0,0,7,0,0,120.0606562,0,0,459.2217,47.38395,62.609238,-11.724538,-10.754508,-3.0011094,-5.096339,-9.243805,0.5017421,-0.72151434,0.5,0.5,10,16,186.9396855,286.9332984,649.99274,-44.898075,36.85108,15.282627,-10.243922,3.2195272,2.4579754,-4.113442,-0.5970532,0.002880913,5,69.00382241,1,2,0.97,-3.506557897
CCCCOCCCC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-46.428818,97.02278,1.6461834,12.630934,-14.309485,-22.532152,6.0614533,-13.413058,6.1769934,-17.573534,1,0,0,9,0,0,130.1357652,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,2,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,0.99,-4.605170186
CCOCCOCC,C1CCOC1,,F[As-](F)(F)(F)(F)F.[Li+],,,-244.77582,-1.6879749,-13.781938,18.462837,31.622707,-11.632814,-10.6495285,-18.24253,4.026348,-13.59798,0.9,0.1,0,8,5,0,118.0993797,72.05751488,0,-93.11358,51.149864,-19.272934,-8.102427,-6.7971306,18.451204,5.505031,-2.8257568,-5.4752183,-0.039569993,2.5,0,8,0,195.9280204,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,5,0.978,-3.816712826
O=C1OCC(F)O1,CCOC(C)=O,,F[P-](F)(F)(F)(F)F.[Li+],,,65.92674,-96.074715,-27.222057,15.132236,-11.221747,-0.24644548,-4.9810457,-15.236693,-15.161561,-4.8254967,0.142857143,0.857142857,0,7,6,0,106.0066222,88.0524295,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1.1,0,8,0,151.9801855,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1.1,0.977,-3.772261063
O=C1OCC(F)O1,CCOC(C)=O,,F[P-](F)(F)(F)(F)F.[Li+],,,65.92674,-96.074715,-27.222057,15.132236,-11.221747,-0.24644548,-4.9810457,-15.236693,-15.161561,-4.8254967,0.2,0.8,0,7,6,0,106.0066222,88.0524295,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1.1,0,8,0,151.9801855,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1.1,0.98,-3.912023005
O=C1OCC(F)O1,CCOC(C)=O,,F[P-](F)(F)(F)(F)F.[Li+],,,65.92674,-96.074715,-27.222057,15.132236,-11.221747,-0.24644548,-4.9810457,-15.236693,-15.161561,-4.8254967,0.25,0.75,0,7,6,0,106.0066222,88.0524295,0,-271.49637,29.128769,-4.6876454,2.8940535,-5.0519276,-6.773956,-1.2934432,0.9681573,1.7162259,-0.04653487,1.1,0,8,0,151.9801855,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1.1,0.982,-4.017383521
COCCOC,FC(F)C(F)(F)COC(F)(F)C(F)F,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-80.61767,-79.82628,59.931034,-7.9668875,-7.8592706,-15.903416,-3.5644133,-0.013645778,12.150309,-0.6523209,0.53,0.47,0,6,14,0,90.06807956,232.0134405,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.9994,-7.418580903
COCCOC,FC(F)C(F)(F)COC(F)(F)C(F)F,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],F[B-](F)(F)F.[Li+],,-80.61767,-79.82628,59.931034,-7.9668875,-7.8592706,-15.903416,-3.5644133,-0.013645778,12.150309,-0.6523209,0.53,0.47,0,6,14,0,90.06807956,232.0134405,0,-712.4018,-38.086166,123.65032,77.537056,26.465473,8.499763,9.337962,4.413764,-23.24756,-3.866178,0.9,0.1,10,6,186.9396855,94.01892283,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.9811,-3.968593357
COCCOC,FC(F)C(F)(F)COC(F)(F)C(F)F,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],[Li+].[O-][Cl+3]([O-])([O-])[O-],,-80.61767,-79.82628,59.931034,-7.9668875,-7.8592706,-15.903416,-3.5644133,-0.013645778,12.150309,-0.6523209,0.53,0.47,0,6,14,0,90.06807956,232.0134405,0,-9.775976,27.717287,57.130005,-0.997894,36.689613,11.537345,50.71996,6.0358486,39.21161,-23.07589,0.9,0.1,10,6,186.9396855,105.9645157,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.997,-5.80914299
COCCOC,FC(F)C(F)(F)COC(F)(F)C(F)F,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],O=C1O[B-](F)(F)OC1=O.[Li+],,-80.61767,-79.82628,59.931034,-7.9668875,-7.8592706,-15.903416,-3.5644133,-0.013645778,12.150309,-0.6523209,0.53,0.47,0,6,14,0,90.06807956,232.0134405,0,579.168,62.379593,18.532568,-13.224895,1.0540062,10.673427,6.5745316,30.519415,22.303944,34.841454,0.9,0.1,10,10,186.9396855,144.0017749,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.9923,-4.86653495
COCCOC,FC(F)C(F)(F)COC(F)(F)C(F)F,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],O=S(=O)([O-])C(F)(F)F.[Li+],,-80.61767,-79.82628,59.931034,-7.9668875,-7.8592706,-15.903416,-3.5644133,-0.013645778,12.150309,-0.6523209,0.53,0.47,0,6,14,0,90.06807956,232.0134405,0,457.43045,32.674946,47.847115,6.665179,-3.4415019,3.6689703,7.858532,28.504368,-8.329094,12.292144,0.9,0.1,10,9,186.9396855,155.9680291,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.9948,-5.259096653
COCCOC,FC(F)C(F)(F)COC(F)(F)C(F)F,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],F[P-](F)(F)(F)(F)F.[Li+],,-80.61767,-79.82628,59.931034,-7.9668875,-7.8592706,-15.903416,-3.5644133,-0.013645778,12.150309,-0.6523209,0.53,0.47,0,6,14,0,90.06807956,232.0134405,0,-364.0558,-5.819435,101.65457,55.77177,16.538057,3.0141494,11.892881,12.939441,-16.95308,5.47686,0.9,0.1,10,8,186.9396855,151.9801855,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.9953,-5.36019277
COCCOC,FC(F)C(F)(F)COC(F)(F)C(F)F,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],,-80.61767,-79.82628,59.931034,-7.9668875,-7.8592706,-15.903416,-3.5644133,-0.013645778,12.150309,-0.6523209,0.53,0.47,0,6,14,0,90.06807956,232.0134405,0,459.2217,47.38395,62.609238,-11.724538,-10.754508,-3.0011094,-5.096339,-9.243805,0.5017421,-0.72151434,0.9,0.1,10,16,186.9396855,286.9332984,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.9994,-7.418580903
COC(=O)OCC(F)(F)F,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-408.95398,-30.748543,11.132723,-30.842178,12.018458,25.723614,9.599259,-4.5488343,-16.528173,-12.023348,1,0,0,10,0,0,158.0190787,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,3.16,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.947,-2.937463365
COC(=O)OCC(F)(F)F,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-408.95398,-30.748543,11.132723,-30.842178,12.018458,25.723614,9.599259,-4.5488343,-16.528173,-12.023348,1,0,0,10,0,0,158.0190787,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,3.4,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.972,-3.575550769
C1COCCO1,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,374.64053,-13.7622795,-4.61656,22.110899,35.834965,-11.929819,-4.4102864,-6.2240567,1.9619583,3.426994,1,0,0,6,0,0,88.0524295,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.949,-2.975929646
CCO[Si](OCC)(OCC)OCC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-63.34389,26.172277,5.1765695,-2.2702541,4.4715,-16.985731,41.35814,-8.428877,-27.941456,22.5563,1,0,0,13,0,0,208.1130857,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,0.8,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.99074,-4.68205123
CCO[Si](OC)(OCC)OCC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-70.93091,18.255447,4.6750402,-1.5555712,3.7285554,-15.4881,44.76599,-6.417569,-23.646793,27.893612,1,0,0,12,0,0,194.0974356,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,0.8,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.99255,-4.899541247
CCO[Si](C)(C)OCC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-61.57497,31.608116,-1.6714736,-1.41423,29.313513,7.374481,30.077671,-1.3967046,-16.750647,9.554119,1,0,0,9,0,0,148.0919563,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1.5,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.99373,-5.071978924
CO[Si](C)(C)OC,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,5.4020243,69.06739,-2.2024455,-12.765357,31.526262,10.880734,18.148718,6.6052327,-6.5003967,11.288347,1,0,0,7,0,0,120.0606562,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,0.8,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.99759,-6.028128531
O=S1(=O)CCCC1,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,488.71704,59.473896,17.828417,-12.404927,7.683675,46.233986,-3.4791548,10.291774,12.132977,9.49134,1,0,0,7,0,0,120.0245005,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,2.62,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.982,-4.017383521
O=S1(=O)CCCC1,FC(F)C(F)(F)COC(F)(F)C(F)F,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-157.24594,-93.02043,51.87335,-13.462182,-8.90054,18.96468,-14.528912,-11.747053,21.902327,22.804018,0.39,0.61,0,7,14,0,120.0245005,232.0134405,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1.2,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.988,-4.422848629
COC1OCC(C(F)(F)F)O1,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-302.4257,-50.619164,7.512139,-11.243821,0.39367372,18.516932,3.6063092,-2.4712286,-19.082096,2.8658168,1,0,0,11,0,0,172.0347287,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.987,-4.342805922
COC1(OC)OCC(C(F)(F)F)O1,,,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],,,-484.88464,-55.8373,13.064472,-21.287367,9.842394,-0.1578149,4.998005,8.497405,-12.208233,6.6278086,1,0,0,13,0,0,202.0452934,0,0,46.835907,-37.55774,-2.2605703,-1.6913636,-2.1326401,0.64185625,0.2289303,-0.13060114,0.11225057,0.041150816,1,0,10,0,186.9396855,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0.992,-4.828313737